provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
GC,2020-10-18,40,38,0,2,0,0
GI,2020-10-18,252,252,0,0,0,0
GR,2020-10-18,364,322,0,42,0,0
GU,2020-10-18,52,42,0,10,0,0
H,2020-10-18,104,62,0,42,0,0
HU,2020-10-18,134,114,0,20,0,0
J,2020-10-18,182,98,0,84,0,0
L,2020-10-18,136,136,0,0,0,0
LE,2020-10-18,216,203,0,12,1,0
LO,2020-10-18,143,114,0,29,0,0
LU,2020-10-18,52,52,0,0,0,0
M,2020-10-18,1309,601,0,708,0,0
MA,2020-10-18,192,104,0,88,0,0
ME,2020-10-18,65,62,0,3,0,0
MU,2020-10-18,562,474,0,88,0,0
NA,2020-10-18,546,527,0,19,0,0
NC,2020-10-18,133,117,0,16,0,0
O,2020-10-18,270,270,0,0,0,0
OR,2020-10-18,72,72,0,0,0,0
P,2020-10-18,106,100,0,6,0,0
PM,2020-10-18,47,46,0,1,0,0
PO,2020-10-18,131,130,0,1,0,0
S,2020-10-18,168,168,0,0,0,0
SA,2020-10-18,263,188,0,75,0,0
SE,2020-10-18,535,383,0,152,0,0
SG,2020-10-18,37,37,0,0,0,0
SO,2020-10-18,16,16,0,0,0,0
SS,2020-10-18,509,495,0,14,0,0
T,2020-10-18,280,280,0,0,0,0
TE,2020-10-18,91,72,0,19,0,0
TF,2020-10-18,64,64,0,0,0,0
TO,2020-10-18,248,205,0,43,0,0
V,2020-10-18,467,461,0,6,0,0
VA,2020-10-18,283,255,0,28,0,0
VI,2020-10-18,98,87,0,11,0,0
Z,2020-10-18,486,340,0,146,0,0
ZA,2020-10-18,56,52,0,4,0,0
A,2020-10-19,507,472,0,35,0,0
AB,2020-10-19,144,129,0,15,0,0
AL,2020-10-19,144,108,0,36,0,0
AV,2020-10-19,71,59,0,12,0,0
B,2020-10-19,3683,3678,0,0,5,0
BA,2020-10-19,244,208,3,33,0,0
BI,2020-10-19,554,528,0,26,0,0
BU,2020-10-19,249,226,0,22,1,0
C,2020-10-19,282,278,0,4,0,0
CA,2020-10-19,196,175,0,21,0,0
CC,2020-10-19,104,76,0,28,0,0
CE,2020-10-19,66,60,0,6,0,0
CO,2020-10-19,259,78,0,181,0,0
CR,2020-10-19,105,78,0,27,0,0
CS,2020-10-19,141,128,0,13,0,0
CU,2020-10-19,127,92,0,35,0,0
GC,2020-10-19,28,28,0,0,0,0
GI,2020-10-19,606,605,0,0,1,0
GR,2020-10-19,1100,1011,0,89,0,0
GU,2020-10-19,87,64,0,23,0,0
H,2020-10-19,112,78,0,34,0,0
HU,2020-10-19,225,186,0,39,0,0
J,2020-10-19,306,139,0,167,0,0
L,2020-10-19,178,178,0,0,0,0
LE,2020-10-19,319,303,0,16,0,0
LO,2020-10-19,194,174,0,19,0,1
LU,2020-10-19,46,45,0,1,0,0
M,2020-10-19,2255,1112,0,1143,0,0
MA,2020-10-19,301,129,0,172,0,0
ME,2020-10-19,90,87,0,3,0,0
MU,2020-10-19,759,637,0,119,0,3
NA,2020-10-19,734,694,0,40,0,0
NC,2020-10-19,167,144,0,22,1,0
O,2020-10-19,325,325,0,0,0,0
OR,2020-10-19,91,90,0,1,0,0
P,2020-10-19,157,139,0,18,0,0
PM,2020-10-19,102,97,1,4,0,0
PO,2020-10-19,166,162,0,4,0,0
S,2020-10-19,185,185,0,0,0,0
SA,2020-10-19,268,204,0,64,0,0
SE,2020-10-19,951,584,0,367,0,0
SG,2020-10-19,89,82,0,6,1,0
SO,2020-10-19,41,41,0,0,0,0
SS,2020-10-19,592,555,0,37,0,0
T,2020-10-19,415,415,0,0,0,0
TE,2020-10-19,144,113,0,31,0,0
TF,2020-10-19,66,66,0,0,0,0
TO,2020-10-19,369,295,0,74,0,0
V,2020-10-19,663,654,0,9,0,0
VA,2020-10-19,428,395,0,33,0,0
VI,2020-10-19,101,89,0,12,0,0
Z,2020-10-19,702,514,0,187,1,0
ZA,2020-10-19,79,69,0,10,0,0
A,2020-10-20,544,506,0,38,0,0
AB,2020-10-20,153,138,0,14,1,0
AL,2020-10-20,172,133,0,39,0,0
AV,2020-10-20,73,56,0,17,0,0
B,2020-10-20,4138,4124,0,0,14,0
BA,2020-10-20,258,236,1,21,0,0
BI,2020-10-20,490,447,0,43,0,0
BU,2020-10-20,303,269,0,34,0,0
C,2020-10-20,267,263,0,4,0,0
CA,2020-10-20,253,210,0,43,0,0
CC,2020-10-20,196,176,0,20,0,0
CE,2020-10-20,44,38,0,5,1,0
CO,2020-10-20,457,212,0,245,0,0
CR,2020-10-20,147,118,0,29,0,0
CS,2020-10-20,168,155,0,13,0,0
CU,2020-10-20,123,104,0,19,0,0
GC,2020-10-20,51,50,0,1,0,0
GI,2020-10-20,600,600,0,0,0,0
GR,2020-10-20,1237,1136,0,101,0,0
GU,2020-10-20,91,64,0,27,0,0
H,2020-10-20,129,95,0,34,0,0
HU,2020-10-20,216,176,0,40,0,0
J,2020-10-20,359,194,0,165,0,0
L,2020-10-20,253,250,0,1,2,0
LE,2020-10-20,267,254,0,12,1,0
LO,2020-10-20,208,195,0,13,0,0
LU,2020-10-20,92,90,0,2,0,0
M,2020-10-20,2353,1260,0,1093,0,0
MA,2020-10-20,327,177,0,150,0,0
ME,2020-10-20,83,73,0,10,0,0
MU,2020-10-20,743,623,0,118,0,2
NA,2020-10-20,622,576,0,46,0,0
NC,2020-10-20,196,161,0,35,0,0
O,2020-10-20,383,383,0,0,0,0
OR,2020-10-20,74,70,0,4,0,0
P,2020-10-20,147,133,0,14,0,0
PM,2020-10-20,117,114,0,3,0,0
PO,2020-10-20,252,250,0,2,0,0
S,2020-10-20,179,179,0,0,0,0
SA,2020-10-20,315,220,0,95,0,0
SE,2020-10-20,1115,718,0,397,0,0
SG,2020-10-20,60,55,0,5,0,0
SO,2020-10-20,30,30,0,0,0,0
SS,2020-10-20,597,574,0,23,0,0
T,2020-10-20,623,622,0,0,1,0
TE,2020-10-20,133,116,0,17,0,0
TF,2020-10-20,64,62,0,2,0,0
TO,2020-10-20,427,367,0,60,0,0
V,2020-10-20,767,752,0,15,0,0
VA,2020-10-20,413,355,0,58,0,0
VI,2020-10-20,136,132,0,4,0,0
Z,2020-10-20,732,521,0,211,0,0
ZA,2020-10-20,179,165,0,14,0,0
A,2020-10-21,491,438,0,53,0,0
AB,2020-10-21,172,152,0,20,0,0
AL,2020-10-21,212,171,0,41,0,0
AV,2020-10-21,77,57,0,20,0,0
B,2020-10-21,3981,3980,0,0,1,0
BA,2020-10-21,289,257,1,31,0,0
BI,2020-10-21,483,464,0,19,0,0
BU,2020-10-21,315,284,0,30,1,0
C,2020-10-21,287,286,0,1,0,0
CA,2020-10-21,310,282,0,28,0,0
CC,2020-10-21,167,135,0,32,0,0
CE,2020-10-21,46,41,0,5,0,0
CO,2020-10-21,515,208,0,307,0,0
CR,2020-10-21,152,131,0,21,0,0
CS,2020-10-21,150,131,0,19,0,0
CU,2020-10-21,151,117,0,34,0,0
GC,2020-10-21,25,25,0,0,0,0
GI,2020-10-21,657,655,0,0,1,1
GR,2020-10-21,1252,1167,0,85,0,0
GU,2020-10-21,92,71,0,21,0,0
H,2020-10-21,206,122,0,84,0,0
HU,2020-10-21,221,186,0,35,0,0
J,2020-10-21,430,254,0,176,0,0
L,2020-10-21,249,246,0,0,3,0
LE,2020-10-21,265,255,0,9,1,0
LO,2020-10-21,200,189,0,11,0,0
LU,2020-10-21,54,53,0,1,0,0
M,2020-10-21,1982,1125,0,857,0,0
MA,2020-10-21,431,216,0,215,0,0
ME,2020-10-21,99,88,0,11,0,0
MU,2020-10-21,810,673,1,130,1,5
NA,2020-10-21,590,538,0,52,0,0
NC,2020-10-21,150,132,1,17,0,0
O,2020-10-21,304,304,0,0,0,0
OR,2020-10-21,83,82,0,1,0,0
P,2020-10-21,60,49,0,11,0,0
PM,2020-10-21,158,153,3,2,0,0
PO,2020-10-21,191,189,0,2,0,0
S,2020-10-21,177,177,0,0,0,0
SA,2020-10-21,267,221,0,46,0,0
SE,2020-10-21,1174,723,0,451,0,0
SG,2020-10-21,59,54,0,5,0,0
SO,2020-10-21,34,33,0,1,0,0
SS,2020-10-21,486,452,0,34,0,0
T,2020-10-21,673,672,0,0,1,0
TE,2020-10-21,120,100,0,20,0,0
TF,2020-10-21,86,85,0,1,0,0
TO,2020-10-21,415,363,0,52,0,0
V,2020-10-21,804,784,0,20,0,0
VA,2020-10-21,370,327,0,43,0,0
VI,2020-10-21,116,104,0,12,0,0
Z,2020-10-21,760,511,0,249,0,0
ZA,2020-10-21,169,150,0,19,0,0
A,2020-10-22,505,468,0,37,0,0
AB,2020-10-22,150,125,0,25,0,0
AL,2020-10-22,226,178,0,48,0,0
AV,2020-10-22,73,54,0,19,0,0
B,2020-10-22,4049,4048,0,0,1,0
BA,2020-10-22,319,261,2,56,0,0
BI,2020-10-22,498,476,0,22,0,0
BU,2020-10-22,309,293,0,16,0,0
C,2020-10-22,231,225,0,6,0,0
CA,2020-10-22,294,256,0,38,0,0
CC,2020-10-22,125,103,0,22,0,0
CE,2020-10-22,57,44,0,13,0,0
CO,2020-10-22,515,239,0,276,0,0
CR,2020-10-22,180,157,0,23,0,0
CS,2020-10-22,166,152,0,14,0,0
CU,2020-10-22,153,117,0,36,0,0
GC,2020-10-22,27,27,0,0,0,0
GI,2020-10-22,622,622,0,0,0,0
GR,2020-10-22,1118,1022,0,96,0,0
GU,2020-10-22,87,64,0,23,0,0
H,2020-10-22,253,177,0,76,0,0
HU,2020-10-22,221,185,0,36,0,0
J,2020-10-22,448,249,0,199,0,0
L,2020-10-22,211,209,0,0,2,0
LE,2020-10-22,230,213,0,14,3,0
LO,2020-10-22,179,165,0,14,0,0
LU,2020-10-22,35,34,0,1,0,0
M,2020-10-22,1815,1028,0,787,0,0
MA,2020-10-22,381,200,0,181,0,0
ME,2020-10-22,82,73,0,9,0,0
MU,2020-10-22,792,690,0,100,1,1
NA,2020-10-22,498,458,0,40,0,0
NC,2020-10-22,149,123,0,26,0,0
O,2020-10-22,248,248,0,0,0,0
OR,2020-10-22,143,143,0,0,0,0
P,2020-10-22,130,121,0,9,0,0
PM,2020-10-22,180,177,0,3,0,0
PO,2020-10-22,211,207,0,4,0,0
S,2020-10-22,154,154,0,0,0,0
SA,2020-10-22,168,136,0,32,0,0
SE,2020-10-22,1181,792,0,389,0,0
SG,2020-10-22,55,50,0,5,0,0
SO,2020-10-22,29,29,0,0,0,0
SS,2020-10-22,426,390,0,36,0,0
T,2020-10-22,578,577,0,0,1,0
TE,2020-10-22,106,86,0,20,0,0
TF,2020-10-22,94,93,0,1,0,0
TO,2020-10-22,372,316,0,56,0,0
V,2020-10-22,722,694,0,28,0,0
VA,2020-10-22,375,332,0,43,0,0
VI,2020-10-22,65,58,0,7,0,0
Z,2020-10-22,730,512,0,215,3,0
ZA,2020-10-22,134,113,0,21,0,0
A,2020-10-23,471,430,0,41,0,0
AB,2020-10-23,204,178,0,26,0,0
AL,2020-10-23,206,154,0,52,0,0
AV,2020-10-23,84,62,0,22,0,0
B,2020-10-23,3913,3904,0,1,8,0
BA,2020-10-23,300,254,1,44,0,1
BI,2020-10-23,456,418,0,38,0,0
BU,2020-10-23,350,314,0,36,0,0
C,2020-10-23,282,277,0,4,1,0
CA,2020-10-23,342,281,0,61,0,0
CC,2020-10-23,183,149,0,34,0,0
CE,2020-10-23,51,36,0,15,0,0
CO,2020-10-23,498,167,0,331,0,0
CR,2020-10-23,171,137,0,34,0,0
CS,2020-10-23,157,146,0,11,0,0
CU,2020-10-23,143,125,0,18,0,0
GC,2020-10-23,25,23,0,2,0,0
GI,2020-10-23,597,596,0,0,1,0
GR,2020-10-23,1077,997,0,80,0,0
GU,2020-10-23,97,71,0,26,0,0
H,2020-10-23,231,168,0,63,0,0
HU,2020-10-23,196,148,0,48,0,0
J,2020-10-23,595,385,0,210,0,0
L,2020-10-23,230,230,0,0,0,0
LE,2020-10-23,223,212,0,10,1,0
LO,2020-10-23,188,183,0,5,0,0
LU,2020-10-23,53,51,0,2,0,0
M,2020-10-23,2306,1280,0,1026,0,0
MA,2020-10-23,357,169,0,188,0,0
ME,2020-10-23,93,74,0,19,0,0
MU,2020-10-23,918,753,1,163,1,0
NA,2020-10-23,505,466,0,39,0,0
NC,2020-10-23,175,145,0,30,0,0
O,2020-10-23,242,242,0,0,0,0
OR,2020-10-23,53,51,0,2,0,0
P,2020-10-23,101,82,0,19,0,0
PM,2020-10-23,185,181,0,4,0,0
PO,2020-10-23,204,202,0,2,0,0
S,2020-10-23,150,150,0,0,0,0
SA,2020-10-23,220,159,0,61,0,0
SE,2020-10-23,1275,827,0,448,0,0
SG,2020-10-23,59,53,0,6,0,0
SO,2020-10-23,28,27,0,1,0,0
SS,2020-10-23,457,427,0,30,0,0
T,2020-10-23,545,545,0,0,0,0
TE,2020-10-23,113,83,0,30,0,0
TF,2020-10-23,61,59,0,2,0,0
TO,2020-10-23,429,368,0,61,0,0
V,2020-10-23,818,792,0,26,0,0
VA,2020-10-23,420,367,0,53,0,0
VI,2020-10-23,98,92,0,6,0,0
Z,2020-10-23,758,526,0,232,0,0
ZA,2020-10-23,104,85,0,19,0,0
A,2020-10-24,388,344,0,44,0,0
AB,2020-10-24,122,108,0,14,0,0
AL,2020-10-24,154,120,0,34,0,0
AV,2020-10-24,63,53,0,10,0,0
B,2020-10-24,2291,2291,0,0,0,0
BA,2020-10-24,280,236,5,38,0,1
BI,2020-10-24,485,444,0,41,0,0
BU,2020-10-24,231,205,0,24,2,0
C,2020-10-24,275,269,0,6,0,0
CA,2020-10-24,331,285,0,46,0,0
CC,2020-10-24,178,164,0,14,0,0
CE,2020-10-24,57,30,0,27,0,0
CO,2020-10-24,400,215,0,185,0,0
CR,2020-10-24,122,102,0,20,0,0
CS,2020-10-24,150,128,0,22,0,0
CU,2020-10-24,100,76,0,24,0,0
GC,2020-10-24,41,40,0,1,0,0
GI,2020-10-24,414,414,0,0,0,0
GR,2020-10-24,921,861,0,60,0,0
GU,2020-10-24,76,52,0,24,0,0
H,2020-10-24,177,144,0,33,0,0
HU,2020-10-24,193,147,0,46,0,0
J,2020-10-24,333,235,0,98,0,0
L,2020-10-24,159,159,0,0,0,0
LE,2020-10-24,233,217,0,14,2,0
LO,2020-10-24,160,148,0,12,0,0
LU,2020-10-24,76,76,0,0,0,0
M,2020-10-24,1155,641,0,514,0,0
MA,2020-10-24,289,143,0,146,0,0
ME,2020-10-24,88,82,0,6,0,0
MU,2020-10-24,788,654,1,131,0,2
NA,2020-10-24,578,516,0,62,0,0
NC,2020-10-24,122,100,0,22,0,0
O,2020-10-24,345,345,0,0,0,0
OR,2020-10-24,76,74,0,2,0,0
P,2020-10-24,69,60,0,9,0,0
PM,2020-10-24,183,176,0,7,0,0
PO,2020-10-24,283,277,0,6,0,0
S,2020-10-24,169,169,0,0,0,0
SA,2020-10-24,245,195,0,50,0,0
SE,2020-10-24,718,469,0,249,0,0
SG,2020-10-24,39,33,0,6,0,0
SO,2020-10-24,34,34,0,0,0,0
SS,2020-10-24,546,492,0,54,0,0
T,2020-10-24,449,449,0,0,0,0
TE,2020-10-24,115,82,0,33,0,0
TF,2020-10-24,77,72,0,5,0,0
TO,2020-10-24,335,288,0,47,0,0
V,2020-10-24,726,691,0,35,0,0
VA,2020-10-24,409,367,0,42,0,0
VI,2020-10-24,129,122,0,7,0,0
Z,2020-10-24,629,415,0,214,0,0
ZA,2020-10-24,75,69,0,6,0,0
A,2020-10-25,340,288,0,52,0,0
AB,2020-10-25,121,98,0,23,0,0
AL,2020-10-25,150,126,0,24,0,0
AV,2020-10-25,57,47,0,10,0,0
B,2020-10-25,2182,2182,0,0,0,0
BA,2020-10-25,299,251,1,47,0,0
BI,2020-10-25,531,493,0,38,0,0
BU,2020-10-25,240,210,0,28,2,0
C,2020-10-25,259,254,0,5,0,0
CA,2020-10-25,251,225,0,26,0,0
CC,2020-10-25,81,74,0,7,0,0
CE,2020-10-25,49,20,0,29,0,0
CO,2020-10-25,154,46,0,108,0,0
CR,2020-10-25,129,106,0,23,0,0
CS,2020-10-25,120,107,0,13,0,0
CU,2020-10-25,126,102,0,24,0,0
GC,2020-10-25,23,22,0,1,0,0
GI,2020-10-25,333,333,0,0,0,0
GR,2020-10-25,531,468,0,63,0,0
GU,2020-10-25,57,38,0,19,0,0
H,2020-10-25,104,72,0,32,0,0
HU,2020-10-25,201,157,0,44,0,0
J,2020-10-25,319,204,0,115,0,0
L,2020-10-25,142,141,0,0,1,0
LE,2020-10-25,243,228,0,15,0,0
LO,2020-10-25,131,127,0,4,0,0
LU,2020-10-25,41,39,0,2,0,0
M,2020-10-25,1092,558,0,534,0,0
MA,2020-10-25,200,85,0,115,0,0
ME,2020-10-25,55,46,0,9,0,0
MU,2020-10-25,659,516,2,138,1,2
NA,2020-10-25,508,434,0,74,0,0
NC,2020-10-25,123,88,0,35,0,0
O,2020-10-25,409,409,0,0,0,0
OR,2020-10-25,69,69,0,0,0,0
P,2020-10-25,151,139,0,12,0,0
PM,2020-10-25,176,173,0,3,0,0
PO,2020-10-25,278,275,0,3,0,0
S,2020-10-25,159,159,0,0,0,0
SA,2020-10-25,232,178,0,54,0,0
SE,2020-10-25,566,358,0,208,0,0
SG,2020-10-25,45,42,0,3,0,0
SO,2020-10-25,35,34,0,1,0,0
SS,2020-10-25,572,532,0,40,0,0
T,2020-10-25,354,354,0,0,0,0
TE,2020-10-25,90,70,0,20,0,0
TF,2020-10-25,51,48,0,3,0,0
TO,2020-10-25,396,352,0,44,0,0
V,2020-10-25,573,530,0,43,0,0
VA,2020-10-25,338,287,0,51,0,0
VI,2020-10-25,120,111,0,9,0,0
Z,2020-10-25,590,368,0,222,0,0
ZA,2020-10-25,110,99,0,11,0,0
A,2020-10-26,535,490,0,45,0,0
AB,2020-10-26,189,171,0,18,0,0
AL,2020-10-26,147,95,0,52,0,0
AV,2020-10-26,138,124,0,14,0,0
B,2020-10-26,3713,3711,0,0,2,0
BA,2020-10-26,383,321,1,61,0,0
BI,2020-10-26,601,557,0,44,0,0
BU,2020-10-26,295,248,0,46,1,0
C,2020-10-26,307,300,0,7,0,0
CA,2020-10-26,293,232,0,61,0,0
CC,2020-10-26,159,136,0,23,0,0
CE,2020-10-26,69,26,0,43,0,0
CO,2020-10-26,360,97,0,263,0,0
CR,2020-10-26,163,126,0,37,0,0
CS,2020-10-26,159,131,0,28,0,0
CU,2020-10-26,150,115,0,35,0,0
GC,2020-10-26,30,30,0,0,0,0
GI,2020-10-26,637,635,0,0,2,0
GR,2020-10-26,930,828,0,102,0,0
GU,2020-10-26,79,59,0,20,0,0
H,2020-10-26,170,123,0,47,0,0
HU,2020-10-26,224,158,0,66,0,0
J,2020-10-26,456,211,0,245,0,0
L,2020-10-26,196,195,0,0,0,1
LE,2020-10-26,325,300,0,25,0,0
LO,2020-10-26,182,172,0,10,0,0
LU,2020-10-26,90,86,0,4,0,0
M,2020-10-26,2134,981,0,1153,0,0
MA,2020-10-26,388,172,0,216,0,0
ME,2020-10-26,79,51,0,28,0,0
MU,2020-10-26,802,595,4,202,0,1
NA,2020-10-26,548,440,0,108,0,0
NC,2020-10-26,181,148,0,33,0,0
O,2020-10-26,444,444,0,0,0,0
OR,2020-10-26,84,81,0,3,0,0
P,2020-10-26,109,92,0,17,0,0
PM,2020-10-26,251,246,1,4,0,0
PO,2020-10-26,278,271,0,7,0,0
S,2020-10-26,182,182,0,0,0,0
SA,2020-10-26,266,220,0,45,1,0
SE,2020-10-26,1114,676,0,438,0,0
SG,2020-10-26,45,38,0,7,0,0
SO,2020-10-26,45,44,0,0,1,0
SS,2020-10-26,619,580,0,39,0,0
T,2020-10-26,445,443,0,0,2,0
TE,2020-10-26,90,72,0,18,0,0
TF,2020-10-26,89,85,0,4,0,0
TO,2020-10-26,491,417,0,74,0,0
V,2020-10-26,804,756,0,48,0,0
VA,2020-10-26,479,417,0,62,0,0
VI,2020-10-26,135,125,0,10,0,0
Z,2020-10-26,817,513,0,304,0,0
ZA,2020-10-26,154,130,0,24,0,0
A,2020-10-27,520,455,0,65,0,0
AB,2020-10-27,169,142,0,27,0,0
AL,2020-10-27,229,177,0,52,0,0
AV,2020-10-27,79,63,0,16,0,0
B,2020-10-27,3743,3740,0,0,2,1
BA,2020-10-27,340,259,0,81,0,0
BI,2020-10-27,673,626,0,47,0,0
BU,2020-10-27,347,311,0,34,2,0
C,2020-10-27,314,307,0,6,1,0
CA,2020-10-27,373,292,0,81,0,0
CC,2020-10-27,128,101,0,27,0,0
CE,2020-10-27,65,36,0,29,0,0
CO,2020-10-27,507,185,0,322,0,0
CR,2020-10-27,167,115,0,52,0,0
CS,2020-10-27,198,174,0,24,0,0
CU,2020-10-27,155,129,0,26,0,0
GC,2020-10-27,36,32,0,4,0,0
GI,2020-10-27,661,660,0,0,1,0
GR,2020-10-27,1005,917,0,88,0,0
GU,2020-10-27,94,74,0,20,0,0
H,2020-10-27,263,201,0,62,0,0
HU,2020-10-27,200,144,0,56,0,0
J,2020-10-27,502,249,0,253,0,0
L,2020-10-27,220,218,0,0,2,0
LE,2020-10-27,263,234,0,25,4,0
LO,2020-10-27,187,177,0,10,0,0
LU,2020-10-27,103,101,0,2,0,0
M,2020-10-27,2205,1254,0,951,0,0
MA,2020-10-27,456,183,0,273,0,0
ME,2020-10-27,82,48,0,34,0,0
MU,2020-10-27,880,679,4,197,0,0
NA,2020-10-27,452,371,0,81,0,0
NC,2020-10-27,162,133,0,29,0,0
O,2020-10-27,418,418,0,0,0,0
OR,2020-10-27,76,75,0,1,0,0
P,2020-10-27,125,117,0,8,0,0
PM,2020-10-27,189,184,0,5,0,0
PO,2020-10-27,330,324,0,6,0,0
S,2020-10-27,172,172,0,0,0,0
SA,2020-10-27,295,242,0,52,1,0
SE,2020-10-27,1123,728,0,395,0,0
SG,2020-10-27,79,75,0,4,0,0
SO,2020-10-27,50,48,0,2,0,0
SS,2020-10-27,605,564,0,41,0,0
T,2020-10-27,550,547,0,0,3,0
TE,2020-10-27,102,82,0,20,0,0
TF,2020-10-27,75,71,0,4,0,0
TO,2020-10-27,472,386,0,86,0,0
V,2020-10-27,892,834,0,58,0,0
VA,2020-10-27,514,435,0,79,0,0
VI,2020-10-27,172,162,0,10,0,0
Z,2020-10-27,714,427,0,287,0,0
ZA,2020-10-27,212,188,0,23,1,0
A,2020-10-28,527,459,0,68,0,0
AB,2020-10-28,159,131,0,28,0,0
AL,2020-10-28,264,194,0,70,0,0
AV,2020-10-28,85,74,0,11,0,0
B,2020-10-28,3552,3546,0,0,6,0
BA,2020-10-28,331,262,1,67,0,1
BI,2020-10-28,439,399,0,40,0,0
BU,2020-10-28,355,323,0,30,2,0
C,2020-10-28,263,257,0,6,0,0
CA,2020-10-28,374,322,0,52,0,0
CC,2020-10-28,159,142,0,17,0,0
CE,2020-10-28,75,35,0,40,0,0
CO,2020-10-28,538,292,0,246,0,0
CR,2020-10-28,181,127,0,54,0,0
CS,2020-10-28,168,150,0,18,0,0
CU,2020-10-28,144,102,0,42,0,0
GC,2020-10-28,34,30,0,4,0,0
GI,2020-10-28,583,583,0,0,0,0
GR,2020-10-28,1030,920,0,110,0,0
GU,2020-10-28,102,90,0,12,0,0
H,2020-10-28,240,158,0,82,0,0
HU,2020-10-28,196,135,0,61,0,0
J,2020-10-28,504,290,0,214,0,0
L,2020-10-28,202,201,0,0,1,0
LE,2020-10-28,343,325,0,16,2,0
LO,2020-10-28,175,169,0,6,0,0
LU,2020-10-28,94,94,0,0,0,0
M,2020-10-28,1935,1068,0,867,0,0
MA,2020-10-28,445,217,0,228,0,0
ME,2020-10-28,88,59,0,29,0,0
MU,2020-10-28,853,661,3,187,2,0
NA,2020-10-28,475,385,0,90,0,0
NC,2020-10-28,182,152,0,30,0,0
O,2020-10-28,292,292,0,0,0,0
OR,2020-10-28,49,49,0,0,0,0
P,2020-10-28,114,108,0,6,0,0
PM,2020-10-28,190,184,0,6,0,0
PO,2020-10-28,338,334,0,4,0,0
S,2020-10-28,201,201,0,0,0,0
SA,2020-10-28,262,231,0,31,0,0
SE,2020-10-28,1222,781,0,441,0,0
SG,2020-10-28,55,51,0,4,0,0
SO,2020-10-28,36,36,0,0,0,0
SS,2020-10-28,607,566,0,41,0,0
T,2020-10-28,522,521,0,0,1,0
TE,2020-10-28,117,87,0,30,0,0
TF,2020-10-28,86,84,0,2,0,0
TO,2020-10-28,531,465,0,64,2,0
V,2020-10-28,900,847,0,53,0,0
VA,2020-10-28,357,308,0,47,2,0
VI,2020-10-28,101,82,0,19,0,0
Z,2020-10-28,644,400,0,244,0,0
ZA,2020-10-28,155,145,0,10,0,0
A,2020-10-29,479,446,0,33,0,0
AB,2020-10-29,147,128,0,19,0,0
AL,2020-10-29,207,161,0,46,0,0
AV,2020-10-29,110,101,0,9,0,0
B,2020-10-29,3234,3232,0,0,2,0
BA,2020-10-29,406,294,2,107,0,3
BI,2020-10-29,510,452,0,58,0,0
BU,2020-10-29,297,268,0,29,0,0
C,2020-10-29,283,278,0,5,0,0
CA,2020-10-29,401,333,0,68,0,0
CC,2020-10-29,163,139,0,23,0,1
CE,2020-10-29,70,20,0,50,0,0
CO,2020-10-29,481,231,0,250,0,0
CR,2020-10-29,194,154,0,40,0,0
CS,2020-10-29,164,148,0,16,0,0
CU,2020-10-29,123,100,0,23,0,0
GC,2020-10-29,38,35,0,3,0,0
GI,2020-10-29,505,504,0,0,1,0
GR,2020-10-29,1018,908,0,110,0,0
GU,2020-10-29,78,67,0,11,0,0
H,2020-10-29,223,162,0,61,0,0
HU,2020-10-29,229,158,0,71,0,0
J,2020-10-29,509,262,0,247,0,0
L,2020-10-29,242,242,0,0,0,0
LE,2020-10-29,215,205,0,10,0,0
LO,2020-10-29,178,170,0,7,1,0
LU,2020-10-29,41,39,0,2,0,0
M,2020-10-29,1909,1067,0,842,0,0
MA,2020-10-29,400,207,0,193,0,0
ME,2020-10-29,78,42,0,36,0,0
MU,2020-10-29,809,607,3,196,2,1
NA,2020-10-29,484,402,0,82,0,0
NC,2020-10-29,148,123,0,25,0,0
O,2020-10-29,205,205,0,0,0,0
OR,2020-10-29,75,73,0,2,0,0
P,2020-10-29,116,112,0,4,0,0
PM,2020-10-29,149,144,0,5,0,0
PO,2020-10-29,222,221,0,1,0,0
S,2020-10-29,184,184,0,0,0,0
SA,2020-10-29,150,131,0,19,0,0
SE,2020-10-29,1212,772,0,440,0,0
SG,2020-10-29,40,35,0,5,0,0
SO,2020-10-29,27,27,0,0,0,0
SS,2020-10-29,383,332,0,51,0,0
T,2020-10-29,520,520,0,0,0,0
TE,2020-10-29,95,73,0,22,0,0
TF,2020-10-29,79,79,0,0,0,0
TO,2020-10-29,429,362,0,66,1,0
V,2020-10-29,896,853,0,43,0,0
VA,2020-10-29,447,353,0,93,1,0
VI,2020-10-29,59,43,0,16,0,0
Z,2020-10-29,631,415,0,216,0,0
ZA,2020-10-29,65,50,0,15,0,0
A,2020-10-30,556,520,0,36,0,0
AB,2020-10-30,162,137,0,25,0,0
AL,2020-10-30,277,196,0,81,0,0
AV,2020-10-30,75,57,0,18,0,0
B,2020-10-30,3518,3514,0,0,4,0
BA,2020-10-30,383,297,0,85,0,1
BI,2020-10-30,493,419,0,74,0,0
BU,2020-10-30,331,281,0,49,1,0
C,2020-10-30,252,244,0,8,0,0
CA,2020-10-30,390,335,0,55,0,0
CC,2020-10-30,119,97,0,22,0,0
CE,2020-10-30,62,15,0,47,0,0
CO,2020-10-30,406,170,0,236,0,0
CR,2020-10-30,171,133,0,38,0,0
CS,2020-10-30,184,169,0,15,0,0
