


## 20I (Alpha, V1)
	first_seq	num_seqs	last_seq
Gabon	2021-04-14	1	2021-04-14
Oman	2021-04-19	2	2021-05-16
Slovakia	2021-04-19	1	2021-04-19
Seychelles	2021-04-20	1	2021-04-20
Nigeria	2021-04-21	1	2021-04-21
Morocco	2021-04-22	1	2021-04-22
Spain	2021-04-22	4	2021-05-12
Curacao	2021-04-23	1	2021-04-23
South Africa	2021-04-23	16	2021-08-06
Thailand	2021-04-26	1	2021-04-26
Iran	2021-04-27	1	2021-04-27
Nepal	2021-04-29	2	2021-05-09
Zambia	2021-04-30	3	2021-05-02
Romania	2021-05-05	1	2021-05-05
Myanmar	2021-05-26	4	2021-06-02
Israel	2021-06-28	1	2021-06-28
Austria	2021-08-01	1	2021-08-01


## Delta + S:K417
	first_seq	num_seqs	last_seq
USA	2021-03-31	5813	2022-02-13
United Kingdom	2021-03-31	462	2022-02-17
India	2021-04-05	223	2022-02-03
Philippines	2021-04-09	263	2021-10-12
Russia	2021-04-12	1	2021-04-12
Japan	2021-04-24	82	2022-01-07
Botswana	2021-04-28	10	2021-12-01
Nepal	2021-04-30	24	2021-10-01
Poland	2021-04-30	43	2022-01-03
Portugal	2021-05-01	75	2022-01-04
Qatar	2021-05-06	11	2021-12-10
Switzerland	2021-05-08	48	2022-01-10
Germany	2021-05-12	111	2022-02-15
Belgium	2021-05-14	12	2022-01-04
South Africa	2021-05-18	8	2021-09-21
France	2021-05-29	35	2022-02-05
Romania	2021-06-07	2	2021-09-30
Slovakia	2021-06-09	4	2022-01-14
Czech Republic	2021-06-10	52	2022-01-11
Canada	2021-06-18	43	2022-01-29
Netherlands	2021-06-19	18	2022-01-31
Spain	2021-06-20	12	2022-01-16
Denmark	2021-06-21	34	2022-02-18
Israel	2021-06-25	22	2022-01-03
Mexico	2021-06-28	19	2022-02-10
Ecuador	2021-06-30	1	2021-06-30
Italy	2021-07-05	69	2022-02-01
Georgia	2021-07-05	16	2021-09-28
Kenya	2021-07-06	3	2021-07-14
Lithuania	2021-07-07	6	2022-01-31
Kuwait	2021-07-07	1	2021-07-07
Australia	2021-07-08	3	2022-01-24
Albania	2021-07-09	1	2021-07-09
Aruba	2021-07-17	1	2021-07-17
Sweden	2021-07-20	20	2022-01-24
South Korea	2021-07-26	14	2022-01-22
Nigeria	2021-07-27	2	2021-12-11
Kyrgyzstan	2021-08-09	1	2021-08-09
Costa Rica	2021-08-09	1	2021-08-09
Iceland	2021-08-12	2	2021-08-12
Croatia	2021-08-13	5	2022-01-04
Norway	2021-08-14	6	2021-12-03
New Zealand	2021-08-18	2	2021-08-20
Singapore	2021-08-18	1	2021-08-18
Paraguay	2021-08-19	1	2021-08-19
Latvia	2021-08-20	3	2021-10-28
Chile	2021-08-25	4	2022-01-19
Finland	2021-08-26	17	2021-12-16
Slovenia	2021-08-26	3	2021-12-27
Turkey	2021-09-01	58	2022-02-14
Saudi Arabia	2021-09-06	1	2021-09-06
Peru	2021-09-11	18	2022-01-18
Thailand	2021-09-18	14	2022-01-07
Brazil	2021-09-18	8	2021-12-28
Ireland	2021-09-19	5	2022-02-08
Liechtenstein	2021-09-20	1	2021-09-20
Malaysia	2021-09-28	1	2021-09-28
Pakistan	2021-10-07	4	2021-12-27
Eswatini	2021-10-09	1	2021-10-09
Bahrain	2021-10-14	2	2021-10-26
Colombia	2021-11-05	1	2021-11-05
Estonia	2021-11-12	3	2021-12-20
Mauritius	2021-11-28	1	2021-11-28
Austria	2021-12-06	2	2022-01-09
Brunei	2021-12-12	3	2022-01-08
Sint Maarten	2021-12-16	1	2021-12-16
Luxembourg	2021-12-18	2	2022-01-25
Vietnam	2021-12-30	6	2022-01-01
Indonesia	2022-01-09	1	2022-01-09


## 21D (Eta)
	first_seq	num_seqs	last_seq
Côte d'Ivoire	2020-12-07	145	2021-09-23
Angola	2020-12-11	11	2021-04-16
Canada	2020-12-14	1763	2021-11-24
United Kingdom	2020-12-15	484	2021-07-26
Italy	2020-12-16	439	2021-08-05
Burkina Faso	2020-12-16	40	2021-04-23
Nigeria	2020-12-20	450	2021-11-19
USA	2020-12-30	1363	2021-07-18
United Arab Emirates	2021-01-02	9	2021-02-07
France	2021-01-06	739	2021-10-22
Australia	2021-01-06	17	2021-05-31
Ghana	2021-01-06	125	2021-07-07
Jordan	2021-01-07	2	2021-01-07
Finland	2021-01-08	28	2021-07-30
Philippines	2021-01-09	8	2021-06-03
Senegal	2021-01-10	296	2021-07-08
Israel	2021-01-10	19	2021-07-04
Denmark	2021-01-11	613	2021-05-24
Japan	2021-01-15	18	2021-06-02
Belgium	2021-01-19	84	2021-07-15
Slovenia	2021-01-19	56	2021-04-08
Indonesia	2021-01-20	7	2021-05-13
Rwanda	2021-01-22	5	2021-01-28
India	2021-01-22	259	2021-11-03
Norway	2021-01-22	123	2021-05-09
Switzerland	2021-01-22	58	2021-07-20
South Sudan	2021-01-23	44	2021-05-26
Spain	2021-01-25	227	2021-07-25
Germany	2021-01-25	775	2021-09-10
Togo	2021-01-25	71	2021-06-25
Cameroon	2021-01-27	18	2021-08-20
Netherlands	2021-01-27	62	2021-09-20
Austria	2021-01-28	15	2021-07-03
Benin	2021-01-30	226	2021-07-01
Malaysia	2021-01-31	4	2021-04-09
Singapore	2021-01-31	10	2021-04-27
South Korea	2021-02-02	3	2021-02-26
Kenya	2021-02-02	55	2021-07-02
Ireland	2021-02-02	75	2021-05-29
Thailand	2021-02-12	5	2021-06-04
Central African Republic	2021-02-12	2	2021-03-09
Brazil	2021-02-15	1	2021-02-15
Uganda	2021-02-15	40	2021-06-14
Libya	2021-02-18	39	2021-06-07
Turkey	2021-02-20	104	2021-08-08
Luxembourg	2021-02-20	59	2021-07-03
Guinea	2021-02-23	11	2021-07-07
Poland	2021-02-24	10	2021-03-14
Sweden	2021-02-28	16	2021-06-21
Morocco	2021-03-02	1	2021-03-02
Guadeloupe	2021-03-03	2	2021-03-11
Costa Rica	2021-03-03	4	2021-04-21
Niger	2021-03-03	16	2021-07-01
Sudan	2021-03-04	25	2021-03-28
Portugal	2021-03-05	31	2021-07-17
Tunisia	2021-03-05	3	2021-06-29
Greece	2021-03-08	2	2021-04-09
Gabon	2021-03-08	16	2021-04-22
South Africa	2021-03-10	13	2021-05-26
Liberia	2021-03-10	6	2021-05-29
Bangladesh	2021-03-11	19	2021-06-15
Iceland	2021-03-17	1	2021-03-17
Mali	2021-03-20	32	2021-08-30
Belarus	2021-03-22	1	2021-03-22
Gambia	2021-03-25	5	2021-04-27
Estonia	2021-03-29	1	2021-03-29
Malta	2021-04-01	11	2021-06-21
Qatar	2021-04-10	3	2021-04-15
Russia	2021-04-23	8	2021-06-12
Latvia	2021-04-26	1	2021-04-26
Sri Lanka	2021-04-28	1	2021-04-28
Moldova	2021-05-04	1	2021-05-04
Argentina	2021-05-04	1	2021-05-04
Democratic Republic of the Congo	2021-05-12	6	2021-06-21
Oman	2021-05-19	2	2021-07-06
Djibouti	2021-05-20	1	2021-05-20
Kuwait	2021-05-30	8	2021-06-15
Pakistan	2021-06-01	2	2021-06-22
Saudi Arabia	2021-06-16	2	2021-09-06
Lithuania	2021-06-23	4	2021-07-10
Czech Republic	2021-07-05	1	2021-07-05
Algeria	2021-07-08	3	2021-07-14
Cabo Verde	2021-07-12	1	2021-07-12


## 21F (Iota)
	first_seq	num_seqs	last_seq
Dominican Republic	2020-11-16	31	2021-07-26
USA	2020-11-18	42165	2021-12-18
Ecuador	2021-01-04	414	2021-09-20
Grenada	2021-01-06	1	2021-01-06
South Africa	2021-01-11	1	2021-01-11
Switzerland	2021-01-15	10	2021-07-26
United Kingdom	2021-01-21	24	2021-05-14
Singapore	2021-01-26	6	2021-04-04
Aruba	2021-01-28	102	2021-06-18
Ireland	2021-02-01	12	2021-05-07
Croatia	2021-02-03	4	2021-02-09
Japan	2021-02-08	5	2021-06-27
Mexico	2021-02-10	68	2021-07-21
South Korea	2021-02-11	4	2021-04-14
Sint Maarten	2021-02-16	17	2021-05-27
Israel	2021-02-17	10	2021-04-26
Guatemala	2021-02-19	4	2021-04-16
Chile	2021-02-19	6	2021-04-24
Germany	2021-02-19	38	2021-06-22
Costa Rica	2021-02-22	5	2021-07-16
Australia	2021-02-24	5	2021-05-21
Jamaica	2021-03-01	1	2021-03-01
Portugal	2021-03-03	2	2021-03-04
Spain	2021-03-09	124	2021-06-25
Argentina	2021-03-11	21	2021-12-05
New Zealand	2021-03-16	1	2021-03-16
France	2021-03-16	8	2021-07-12
Colombia	2021-03-16	8	2021-05-07
Canada	2021-03-17	220	2021-08-09
Ghana	2021-03-18	3	2021-04-08
Italy	2021-03-18	10	2021-06-21
Denmark	2021-03-22	8	2021-04-26
India	2021-03-24	1	2021-03-24
Guyana	2021-03-30	3	2021-09-06
Sweden	2021-03-30	4	2021-05-14
Liberia	2021-03-31	1	2021-03-31
Bahamas	2021-04-06	1	2021-04-06
Afghanistan	2021-04-07	1	2021-04-07
Romania	2021-04-17	2	2021-04-17
Austria	2021-04-18	2	2021-04-22
Netherlands	2021-04-19	2	2021-04-19
Panama	2021-04-19	2	2021-04-29
Lithuania	2021-04-22	7	2021-05-28
Antigua and Barbuda	2021-05-03	1	2021-05-03
Georgia	2021-05-05	1	2021-05-05
Belize	2021-05-07	1	2021-05-07
Iceland	2021-05-12	1	2021-05-12
Slovenia	2021-05-13	4	2021-05-27
Belgium	2021-07-08	1	2021-07-08


## 21G (Lambda)
	first_seq	num_seqs	last_seq
Argentina	2020-11-08	1174	2021-12-13
Peru	2020-12-17	4182	2022-01-12
USA	2021-01-20	1307	2021-12-09
Chile	2021-01-20	1772	2021-12-17
Germany	2021-02-01	102	2021-07-29
Bolivia	2021-02-03	3	2021-06-22
Canada	2021-02-15	28	2021-11-24
United Kingdom	2021-02-23	9	2021-10-28
Brazil	2021-02-23	21	2021-08-10
Colombia	2021-03-13	149	2021-09-16
Spain	2021-03-16	223	2021-08-27
Ecuador	2021-03-23	301	2021-10-04
Panama	2021-03-26	6	2021-04-29
Australia	2021-04-03	1	2021-04-03
Israel	2021-04-05	30	2021-06-24
Venezuela	2021-04-05	9	2021-11-12
France	2021-04-06	67	2021-10-12
Portugal	2021-04-06	2	2021-06-10
Mexico	2021-04-09	218	2021-08-18
Denmark	2021-04-12	9	2021-08-11
Uruguay	2021-04-15	1	2021-04-15
Aruba	2021-04-24	2	2021-06-02
El Salvador	2021-04-29	13	2021-08-02
Switzerland	2021-05-04	34	2021-08-16
Nicaragua	2021-05-10	3	2021-07-23
Dominican Republic	2021-05-10	6	2021-07-26
Italy	2021-05-18	14	2021-07-27
Netherlands	2021-05-24	12	2021-07-11
Saint Kitts and Nevis	2021-05-31	42	2021-11-02
Belgium	2021-06-20	10	2021-07-30
Costa Rica	2021-06-20	16	2021-09-01
Poland	2021-06-27	1	2021-06-27
Guatemala	2021-06-30	3	2021-07-31
Sweden	2021-07-04	4	2021-08-13
Ireland	2021-07-06	4	2021-07-21
Norway	2021-07-07	1	2021-07-07
Japan	2021-07-20	4	2021-09-06
Sint Maarten	2021-08-30	2	2021-09-06
Czech Republic	2021-08-30	1	2021-08-30
Bosnia and Herzegovina	2021-12-27	1	2021-12-27


## 21H (Mu)
	first_seq	num_seqs	last_seq
Colombia	2020-12-15	4900	2022-01-11
Venezuela	2021-01-21	45	2021-12-17
Bolivia	2021-02-06	10	2021-09-22
Spain	2021-03-06	676	2021-11-26
USA	2021-03-11	6481	2021-12-24
Panama	2021-03-26	16	2021-04-30
Curacao	2021-03-26	22	2021-08-04
Italy	2021-04-03	84	2021-07-28
Denmark	2021-04-05	12	2021-08-05
Netherlands	2021-04-08	79	2021-07-30
Liechtenstein	2021-04-08	1	2021-04-08
Ireland	2021-04-08	6	2021-07-05
Mexico	2021-04-19	442	2021-11-11
Germany	2021-04-20	18	2021-07-22
Aruba	2021-04-21	95	2021-08-27
Chile	2021-04-27	961	2021-12-14
France	2021-04-28	25	2021-08-31
Argentina	2021-04-30	44	2021-12-19
Dominican Republic	2021-05-03	132	2021-10-14
Switzerland	2021-05-05	47	2021-08-07
Ecuador	2021-05-06	485	2021-12-13
Haiti	2021-05-07	6	2021-07-27
Bonaire	2021-05-07	10	2021-09-24
Sint Maarten	2021-05-10	3	2021-08-03
Peru	2021-05-12	277	2021-11-30
United Kingdom	2021-05-13	135	2021-12-13
Austria	2021-05-13	49	2021-06-05
Brazil	2021-05-18	26	2021-11-30
Sweden	2021-05-19	4	2021-07-21
Slovakia	2021-05-19	4	2021-07-14
Belgium	2021-05-22	54	2021-10-11
Costa Rica	2021-05-25	74	2021-11-08
Canada	2021-05-26	60	2021-09-14
Malta	2021-05-27	1	2021-05-27
Jamaica	2021-05-27	43	2021-08-12
Portugal	2021-05-31	25	2021-10-25
Poland	2021-06-01	8	2021-08-08
Luxembourg	2021-06-01	3	2021-08-06
Finland	2021-06-02	5	2021-06-28
Hong Kong	2021-06-06	2	2021-06-06
Lithuania	2021-06-07	1	2021-06-07
Czech Republic	2021-06-08	1	2021-06-08
Australia	2021-06-08	1	2021-06-08
Guatemala	2021-06-10	5	2021-07-19
Turkey	2021-06-23	2	2021-06-23
Japan	2021-06-29	3	2021-08-04
Mongolia	2021-07-02	20	2021-08-28
Barbados	2021-07-03	1	2021-07-03
Israel	2021-07-04	2	2021-08-23
Morocco	2021-07-04	2	2021-07-04
South Korea	2021-07-04	1	2021-07-04
Saint Vincent and the Grenadines	2021-07-19	22	2021-10-19
Romania	2021-07-20	1	2021-07-20
Nicaragua	2021-07-26	4	2021-08-25
Egypt	2021-12-13	1	2021-12-13


## 20B/S:732A
	first_seq	num_seqs	last_seq
Mexico	2020-10-13	7422	2021-12-27
USA	2020-11-05	13587	2021-10-29
Argentina	2020-11-08	46	2021-05-19
Switzerland	2020-11-29	160	2021-05-15
Canada	2020-12-01	1398	2021-09-03
Japan	2020-12-06	3	2021-07-02
United Kingdom	2020-12-12	20	2021-04-17
Belize	2020-12-27	4	2021-03-09
Kosovo	2020-12-27	1	2020-12-27
Denmark	2020-12-28	187	2021-05-24
Costa Rica	2021-01-01	6	2021-04-15
Chile	2021-01-03	7	2021-04-08
Luxembourg	2021-01-07	3	2021-05-14
United Arab Emirates	2021-01-08	1	2021-01-08
Sweden	2021-01-09	3	2021-02-18
France	2021-01-09	44	2021-05-20
Venezuela	2021-01-09	1	2021-01-09
Israel	2021-01-10	6	2021-01-20
Brazil	2021-01-11	4	2021-02-10
Spain	2021-01-15	69	2021-05-27
Germany	2021-01-20	195	2021-05-26
Aruba	2021-01-20	27	2021-04-20
Netherlands	2021-01-21	41	2021-03-05
Finland	2021-01-25	8	2021-04-03
New Zealand	2021-01-28	1	2021-01-28
Curacao	2021-02-08	7	2021-03-01
Italy	2021-02-11	5	2021-06-09
South Korea	2021-02-13	2	2021-02-16
Poland	2021-02-20	1	2021-02-20
Lithuania	2021-03-18	3	2021-03-21
Guatemala	2021-03-19	7	2021-07-01
Colombia	2021-03-29	1	2021-03-29
Honduras	2021-03-30	1	2021-03-30
Philippines	2021-04-02	5	2021-04-11
Australia	2021-04-06	6	2021-05-01
Iceland	2021-04-20	1	2021-04-20
El Salvador	2021-04-29	2	2021-07-23
Slovenia	2021-05-25	1	2021-05-25
Belgium	2021-06-02	1	2021-06-02
Croatia	2021-07-15	2	2021-07-19


## 20A/S:126A
	first_seq	num_seqs	last_seq
Equatorial Guinea	2021-02-06	1	2021-02-06
Cameroon	2021-02-10	45	2021-09-17
France	2021-02-25	136	2021-07-29
Belgium	2021-03-01	39	2021-08-10
United Kingdom	2021-03-01	22	2021-08-02
Central African Republic	2021-03-02	21	2021-04-26
Gabon	2021-03-07	5	2021-06-02
Germany	2021-03-09	59	2021-07-22
Philippines	2021-03-09	2	2021-03-09
Lithuania	2021-03-15	199	2021-06-25
Senegal	2021-03-15	6	2021-06-19
Switzerland	2021-03-16	46	2021-09-06
Luxembourg	2021-03-17	3	2021-06-10
Czech Republic	2021-03-25	5	2021-04-19
USA	2021-03-25	27	2021-06-19
Benin	2021-03-25	4	2021-05-25
Spain	2021-03-26	3	2021-03-31
South Korea	2021-03-27	395	2021-09-01
Angola	2021-03-29	2	2021-03-30
Canada	2021-04-04	30	2021-06-21
Ireland	2021-04-08	1	2021-04-08
Norway	2021-04-09	1	2021-04-09
Ghana	2021-04-14	2	2021-04-14
Italy	2021-04-15	14	2021-07-09
Sweden	2021-04-16	3	2021-05-19
Portugal	2021-04-18	14	2021-05-14
Finland	2021-04-28	4	2021-07-09
Netherlands	2021-05-05	1	2021-05-05
Indonesia	2021-05-05	1	2021-05-05
Republic of the Congo	2021-05-14	94	2021-07-28
Hong Kong	2021-05-29	3	2021-06-05
Niger	2021-06-01	3	2021-07-01
Democratic Republic of the Congo	2021-06-03	2	2021-07-11
India	2021-06-10	1	2021-06-10
Togo	2021-06-15	1	2021-06-15
Nigeria	2021-07-26	1	2021-07-26


## 20E (EU1)
	first_seq	num_seqs	last_seq
Cyprus	2020-04-09	51	2021-01-30
Senegal	2020-04-20	15	2021-03-01
France	2020-04-30	2325	2021-10-12
Germany	2020-06-04	9519	2021-12-07
Netherlands	2020-06-20	4772	2021-12-16
Spain	2020-06-20	10205	2021-11-09
Hong Kong	2020-07-01	23	2020-12-24
Belgium	2020-07-17	1246	2021-05-27
United Kingdom	2020-07-18	82160	2021-11-22
Switzerland	2020-07-22	6013	2021-07-12
Ireland	2020-07-23	1061	2021-05-05
Norway	2020-07-28	868	2021-07-12
Italy	2020-08-02	5342	2021-10-09
Denmark	2020-08-03	27379	2021-05-31
Iceland	2020-08-13	2864	2021-02-28
Sweden	2020-08-14	7083	2021-06-18
USA	2020-08-18	288	2021-04-26
Australia	2020-08-20	42	2021-03-07
Slovenia	2020-08-21	183	2021-04-26
Latvia	2020-08-22	1348	2021-11-23
Greece	2020-08-27	524	2021-05-10
Austria	2020-08-28	216	2021-12-29
Canada	2020-09-04	59	2021-03-31
Taiwan	2020-09-06	3	2021-02-10
Lithuania	2020-09-07	3121	2021-11-11
Estonia	2020-09-13	236	2021-05-08
Luxembourg	2020-09-14	955	2021-04-23
Tunisia	2020-09-15	42	2021-12-05
Dominican Republic	2020-09-17	4	2021-01-15
Finland	2020-09-20	666	2021-05-23
United Arab Emirates	2020-09-20	31	2021-02-06
New Zealand	2020-09-22	37	2021-01-04
Romania	2020-09-23	106	2021-08-04
Czech Republic	2020-09-24	22	2021-03-24
South Korea	2020-09-29	22	2020-12-12
Malaysia	2020-10-01	1	2020-10-01
Serbia	2020-10-02	13	2021-02-17
Japan	2020-10-02	16	2021-01-12
Thailand	2020-10-09	8	2021-01-30
Peru	2020-10-12	8	2021-02-28
Mauritius	2020-10-12	4	2020-11-26
Singapore	2020-10-14	12	2021-02-07
Cameroon	2020-10-26	2	2020-10-26
Solomon Islands	2020-10-30	4	2020-11-01
Bermuda	2020-10-31	4	2020-10-31
Portugal	2020-11-02	1399	2021-08-10
Croatia	2020-11-12	220	2021-04-23
Brazil	2020-11-18	6	2021-02-02
Philippines	2020-11-19	5	2021-01-09
Equatorial Guinea	2020-11-24	2	2021-01-02
Nigeria	2020-11-25	1	2020-11-25
Poland	2020-11-25	145	2021-07-20
Slovakia	2020-11-30	8	2021-03-31
Israel	2020-12-03	174	2021-03-09
Bulgaria	2020-12-11	26	2021-03-25
Iraq	2020-12-14	3	2021-02-20
North Macedonia	2020-12-17	14	2021-03-12
Morocco	2020-12-17	7	2021-01-10
Kenya	2020-12-19	3	2020-12-28
Jamaica	2020-12-21	1	2020-12-21
India	2020-12-22	16	2021-02-21
Mexico	2020-12-22	1	2020-12-22
Vietnam	2020-12-24	1	2020-12-24
Turkey	2020-12-30	57	2021-05-25
Ukraine	2020-12-30	1	2020-12-30
Suriname	2021-01-03	1	2021-01-03
Kosovo	2021-01-04	2	2021-01-05
Russia	2021-01-05	2	2021-02-26
Lebanon	2021-01-05	4	2021-01-12
Ghana	2021-01-06	6	2021-01-06
Malawi	2021-01-07	3	2021-01-19
Uruguay	2021-01-08	10	2021-04-10
Guinea-Bissau	2021-01-11	1	2021-01-11
Rwanda	2021-01-12	1	2021-01-12
Colombia	2021-01-17	1	2021-01-17
Guadeloupe	2021-01-19	7	2021-02-19
Angola	2021-01-20	4	2021-02-26
Curacao	2021-01-20	5	2021-01-29
Aruba	2021-01-20	18	2021-02-25
Monaco	2021-01-21	1	2021-01-21
Dominica	2021-01-22	2	2021-01-22
Bolivia	2021-01-28	1	2021-01-28
Paraguay	2021-01-31	1	2021-01-31
Bonaire	2021-02-13	3	2021-03-29
Kazakhstan	2021-02-26	1	2021-02-26
Bosnia and Herzegovina	2021-03-07	1	2021-03-07
Indonesia	2021-03-08	1	2021-03-08
Malta	2021-04-24	1	2021-04-24
Georgia	2021-05-12	1	2021-05-12
Democratic Republic of the Congo	2021-05-24	1	2021-05-24


## 21C (Epsilon)
	first_seq	num_seqs	last_seq
USA	2020-08-11	68579	2021-12-09
Mexico	2020-09-17	495	2021-07-28
Germany	2020-10-28	10	2021-06-08
New Zealand	2020-12-03	4	2020-12-28
Canada	2020-12-05	760	2021-07-16
Australia	2020-12-08	22	2021-04-12
United Kingdom	2020-12-10	26	2021-05-12
Norway	2020-12-16	4	2021-04-12
South Korea	2020-12-17	114	2021-06-24
Japan	2020-12-19	19	2021-04-16
Singapore	2020-12-24	4	2021-03-27
Costa Rica	2020-12-25	15	2021-06-29
Chile	2020-12-27	37	2021-08-03
Israel	2020-12-28	10	2021-02-25
Nicaragua	2020-12-29	4	2021-02-13
United Arab Emirates	2020-12-29	1	2020-12-29
Taiwan	2021-01-01	8	2021-01-31
Denmark	2021-01-04	37	2021-03-22
Argentina	2021-01-04	42	2021-06-24
Colombia	2021-01-08	3	2021-04-04
Guatemala	2021-01-08	17	2021-07-09
Italy	2021-01-12	2	2021-02-11
Aruba	2021-01-13	57	2021-04-24
Kenya	2021-01-15	1	2021-01-15
Sweden	2021-01-18	2	2021-01-28
Belgium	2021-01-18	1	2021-01-18
Cambodia	2021-01-20	2	2021-01-20
Finland	2021-01-20	2	2021-02-06
Guadeloupe	2021-01-20	3	2021-01-30
Dominican Republic	2021-01-26	2	2021-02-15
France	2021-01-26	9	2021-07-22
Switzerland	2021-01-26	3	2021-02-05
North Macedonia	2021-01-26	1	2021-01-26
Spain	2021-01-29	6	2021-06-03
Peru	2021-02-03	3	2021-03-03
Luxembourg	2021-02-04	1	2021-02-04
Cameroon	2021-02-05	3	2021-02-05
Turkey	2021-02-11	2	2021-02-11
Belize	2021-02-12	3	2021-03-15
Sint Maarten	2021-02-16	1	2021-02-16
India	2021-03-02	1	2021-03-02
Netherlands	2021-03-03	5	2021-08-31
Panama	2021-03-19	2	2021-04-03
Curacao	2021-03-19	1	2021-03-19
Bahamas	2021-03-24	1	2021-03-24
Ireland	2021-03-26	7	2021-04-28
Barbados	2021-04-12	1	2021-04-12
Antigua and Barbuda	2021-04-24	1	2021-04-24
El Salvador	2021-04-29	35	2021-07-23


## 20A/S:439K
	first_seq	num_seqs	last_seq
Romania	2020-04-03	800	2021-06-01
Germany	2020-05-19	3235	2021-12-01
Norway	2020-06-23	290	2021-07-12
United Kingdom	2020-07-03	3785	2022-01-10
Netherlands	2020-07-12	453	2021-06-25
Ireland	2020-07-18	268	2021-03-22
Italy	2020-07-23	1135	2021-10-06
Belgium	2020-07-24	276	2021-04-24
Slovenia	2020-07-31	8025	2021-12-16
Switzerland	2020-08-01	1333	2021-05-26
France	2020-08-09	307	2021-04-14
Denmark	2020-08-10	5459	2021-09-22
Slovakia	2020-08-11	118	2021-10-07
Iceland	2020-08-11	162	2021-04-05
Czech Republic	2020-08-14	591	2021-08-02
Sweden	2020-08-24	1832	2021-05-05
Croatia	2020-08-24	450	2021-06-14
New Zealand	2020-08-24	1	2020-08-24
Austria	2020-08-29	414	2021-04-27
Canada	2020-08-30	22	2021-03-01
Spain	2020-09-02	231	2021-05-07
Hungary	2020-09-02	9	2021-02-23
Australia	2020-09-08	15	2021-03-20
Estonia	2020-09-13	160	2021-04-16
USA	2020-09-19	88	2021-10-25
South Korea	2020-09-20	5	2020-11-03
Cyprus	2020-09-21	363	2021-01-27
Greece	2020-09-25	66	2021-03-27
Finland	2020-09-28	395	2021-04-07
Bulgaria	2020-09-30	49	2021-03-15
Singapore	2020-10-05	3	2021-04-23
Lithuania	2020-10-06	44	2021-03-13
Ghana	2020-10-11	1	2020-10-11
Serbia	2020-10-13	10	2021-03-08
Japan	2020-10-17	7	2020-12-04
Luxembourg	2020-10-19	79	2021-03-19
Poland	2020-10-21	312	2021-05-31
Liechtenstein	2020-10-23	29	2020-12-31
Mauritius	2020-11-06	1	2020-11-06
North Macedonia	2020-11-18	48	2021-04-26
Turkey	2020-11-20	4	2021-03-08
Bosnia and Herzegovina	2020-11-20	6	2021-03-03
Hong Kong	2020-11-20	1	2020-11-20
Portugal	2020-12-05	23	2021-04-05
Philippines	2020-12-08	3	2021-02-18
Mexico	2020-12-19	1	2020-12-19
India	2020-12-22	6	2021-02-19
Argentina	2020-12-22	1	2020-12-22
Israel	2020-12-24	67	2021-02-02
United Arab Emirates	2020-12-28	2	2021-01-02
Ukraine	2020-12-29	1	2020-12-29
Lebanon	2020-12-29	1	2020-12-29
Kosovo	2021-01-04	3	2021-01-05
Montenegro	2021-01-17	8	2021-01-21
Sri Lanka	2021-01-18	2	2021-01-29
Angola	2021-01-23	1	2021-01-23
Latvia	2021-02-01	9	2021-04-12
Thailand	2021-02-12	1	2021-02-12
Georgia	2021-02-17	1	2021-02-17
Papua New Guinea	2021-03-24	1	2021-03-24
Russia	2021-04-10	1	2021-04-10


## S:677H.Robin1
	first_seq	num_seqs	last_seq
USA	2020-08-13	6530	2021-09-28
Japan	2020-11-20	7	2021-05-12
Canada	2020-11-21	51	2021-06-04
Australia	2020-12-15	2	2020-12-21
Qatar	2020-12-29	1	2020-12-29
Poland	2021-01-05	1	2021-01-05
Guadeloupe	2021-01-11	18	2021-03-02
Sint Maarten	2021-01-21	35	2021-02-17
Mexico	2021-01-29	4	2021-03-01
Aruba	2021-02-12	2	2021-02-21
Norway	2021-02-12	1	2021-02-12
Netherlands	2021-02-17	1	2021-02-17
Brazil	2021-11-26	2	2021-11-30
Croatia	2022-01-10	1	2022-01-10


## S:677P.Pelican
	first_seq	num_seqs	last_seq
USA	2020-08-02	4893	2021-09-14
Denmark	2020-11-23	1	2020-11-23
Mexico	2020-12-02	29	2021-05-05
Canada	2020-12-04	8	2021-03-05
Switzerland	2020-12-07	1	2020-12-07
Australia	2020-12-11	2	2020-12-11
Panama	2020-12-20	1	2020-12-20
India	2020-12-23	1	2020-12-23
Guatemala	2021-01-11	3	2021-01-27
Curacao	2021-02-17	1	2021-02-17
Honduras	2021-02-18	3	2021-04-22
Colombia	2021-03-05	1	2021-03-05
Chile	2021-03-06	1	2021-03-06
Costa Rica	2021-03-09	5	2021-03-29
United Kingdom	2021-04-18	1	2021-04-18


## 20A.EU2
	first_seq	num_seqs	last_seq
France	2020-07-09	6028	2021-12-03
Canada	2020-07-15	2910	2021-11-24
Denmark	2020-07-27	5292	2021-05-11
Belgium	2020-08-01	1204	2021-09-22
Luxembourg	2020-08-03	1439	2021-04-06
United Kingdom	2020-08-04	2874	2021-04-04
Germany	2020-08-12	1951	2021-10-22
Switzerland	2020-08-14	5477	2022-02-06
Sweden	2020-08-17	1842	2021-05-28
Iceland	2020-08-17	34	2021-01-11
Slovenia	2020-08-18	813	2021-12-16
Austria	2020-08-19	346	2021-04-27
Netherlands	2020-08-25	1059	2021-04-01
Cyprus	2020-08-27	2	2020-11-02
Hungary	2020-08-27	201	2021-02-12
USA	2020-08-31	57	2021-03-06
Italy	2020-09-01	610	2021-06-21
